cik,cmpy,CompanyName,year,total_downloads,htm_downloads,txt_downloads,xbrl_downloads,other_downloads,unique_filings_accessed
79879,PPGIND,"PPG Industries, Inc.",2012,11354,9341,649,1219,145,604
79879,PPGIND,"PPG Industries, Inc.",2013,20110,16943,1789,1180,198,780
79879,PPGIND,"PPG Industries, Inc.",2014,19844,16288,1783,1354,419,843
79879,PPGIND,"PPG Industries, Inc.",2015,18401,14499,2282,1277,343,761
79958,PRECISIONCASTPARTS,,2003,2703,2175,414,105,9,152
79958,PRECISIONCASTPARTS,,2004,3307,2600,431,265,11,199
79958,PRECISIONCASTPARTS,,2005,1649,1259,250,132,8,184
79958,PRECISIONCASTPARTS,,2006,1530,1136,202,183,9,213
79958,PRECISIONCASTPARTS,,2007,2992,2131,422,424,15,327
79958,PRECISIONCASTPARTS,,2008,4046,3044,369,570,63,365
79958,PRECISIONCASTPARTS,,2009,6150,5051,401,574,124,422
79958,PRECISIONCASTPARTS,,2010,6861,4677,390,1665,129,448
79958,PRECISIONCASTPARTS,,2011,7399,6035,279,948,137,344
79958,PRECISIONCASTPARTS,,2012,8359,6929,716,459,255,377
79958,PRECISIONCASTPARTS,,2013,11898,10071,774,821,232,446
79958,PRECISIONCASTPARTS,,2014,13000,11220,867,615,298,472
79958,PRECISIONCASTPARTS,,2015,23809,21485,1383,636,305,492
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2003,269,18,204,37,10,40
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2004,635,81,441,75,38,64
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2005,413,138,183,82,10,66
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2006,188,108,55,20,5,30
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2007,669,435,166,57,11,66
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2008,1340,928,231,170,11,150
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2009,1227,877,133,192,25,162
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2010,2077,1572,214,267,24,174
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2011,1981,1575,138,242,26,166
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2012,1612,1198,105,277,32,133
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2013,2260,1595,241,368,56,197
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2014,2454,1832,265,292,65,212
80035,PREFORMEDLINEPROD,Preformed Line Products Company,2015,3104,2389,235,432,48,205
80172,NATPRESTOIND,"National Presto Industries, Inc.",2003,648,13,620,5,10,52
80172,NATPRESTOIND,"National Presto Industries, Inc.",2004,935,183,721,12,19,53
80172,NATPRESTOIND,"National Presto Industries, Inc.",2005,617,397,215,3,2,76
80172,NATPRESTOIND,"National Presto Industries, Inc.",2006,918,743,130,34,11,73
80172,NATPRESTOIND,"National Presto Industries, Inc.",2007,1853,1488,316,25,24,115
80172,NATPRESTOIND,"National Presto Industries, Inc.",2008,1873,1494,292,36,51,106
80172,NATPRESTOIND,"National Presto Industries, Inc.",2009,2906,2335,489,25,57,137
80172,NATPRESTOIND,"National Presto Industries, Inc.",2010,4632,3851,588,78,115,182
80172,NATPRESTOIND,"National Presto Industries, Inc.",2011,4907,4188,543,104,72,178
80172,NATPRESTOIND,"National Presto Industries, Inc.",2012,3712,3191,331,137,53,170
80172,NATPRESTOIND,"National Presto Industries, Inc.",2013,3626,2911,384,237,94,158
80172,NATPRESTOIND,"National Presto Industries, Inc.",2014,5948,4219,1377,256,96,255
80172,NATPRESTOIND,"National Presto Industries, Inc.",2015,4563,2954,1427,145,37,227
80420,POWELLIND,"Powell Industries, Inc.",2003,353,12,304,37,0,54
80420,POWELLIND,"Powell Industries, Inc.",2004,640,435,198,7,0,54
80420,POWELLIND,"Powell Industries, Inc.",2005,635,514,96,25,0,84
80420,POWELLIND,"Powell Industries, Inc.",2006,482,343,115,24,0,64
80420,POWELLIND,"Powell Industries, Inc.",2007,842,628,129,85,0,112
80420,POWELLIND,"Powell Industries, Inc.",2008,902,616,82,199,5,181
80420,POWELLIND,"Powell Industries, Inc.",2009,1388,1180,108,88,12,152
80420,POWELLIND,"Powell Industries, Inc.",2010,1846,1599,141,95,11,144
80420,POWELLIND,"Powell Industries, Inc.",2011,1954,1769,79,62,44,128
80420,POWELLIND,"Powell Industries, Inc.",2012,1852,1541,107,142,62,163
80420,POWELLIND,"Powell Industries, Inc.",2013,2766,2298,276,140,52,178
80420,POWELLIND,"Powell Industries, Inc.",2014,4388,3656,396,263,73,252
80420,POWELLIND,"Powell Industries, Inc.",2015,3424,2937,251,162,74,220
80424,,The Procter & Gamble Company,2003,11003,2403,8306,200,94,428
80424,,The Procter & Gamble Company,2004,16894,4231,12057,480,126,519
80424,,The Procter & Gamble Company,2005,12231,3796,8017,346,72,510
80424,,The Procter & Gamble Company,2006,10411,4681,5249,396,85,482
80424,,The Procter & Gamble Company,2007,18071,12443,4861,656,111,706
80424,,The Procter & Gamble Company,2008,34921,27938,5925,927,131,862
80424,,The Procter & Gamble Company,2009,45062,36332,6709,1841,180,1003
80424,,The Procter & Gamble Company,2010,53029,36422,7418,8699,490,950
80424,,The Procter & Gamble Company,2011,64505,49518,4926,9206,855,880
80424,,The Procter & Gamble Company,2012,51047,44443,3662,1908,1034,1019
80424,,The Procter & Gamble Company,2013,58185,46387,4805,5726,1267,1302
80424,,The Procter & Gamble Company,2014,72028,57506,5466,7576,1480,1389
80424,,The Procter & Gamble Company,2015,80582,69897,5855,3450,1380,1280
81025,PUBLICSERVICECOOFNEWMEXICO,,2003,99,0,99,0,0,31
81025,PUBLICSERVICECOOFNEWMEXICO,,2004,187,24,163,0,0,42
81025,PUBLICSERVICECOOFNEWMEXICO,,2005,266,163,103,0,0,41
81025,PUBLICSERVICECOOFNEWMEXICO,,2006,1026,895,131,0,0,50
81025,PUBLICSERVICECOOFNEWMEXICO,,2007,355,217,132,6,0,60
81025,PUBLICSERVICECOOFNEWMEXICO,,2008,165,71,89,5,0,55
81025,PUBLICSERVICECOOFNEWMEXICO,,2009,192,73,105,14,0,50
81025,PUBLICSERVICECOOFNEWMEXICO,,2010,178,61,108,9,0,62
81025,PUBLICSERVICECOOFNEWMEXICO,,2011,152,65,69,18,0,36
81025,PUBLICSERVICECOOFNEWMEXICO,,2012,150,59,87,4,0,32
81025,PUBLICSERVICECOOFNEWMEXICO,,2013,163,60,100,3,0,47
81025,PUBLICSERVICECOOFNEWMEXICO,,2014,254,95,143,16,0,58
81025,PUBLICSERVICECOOFNEWMEXICO,,2015,112,36,71,5,0,45
81362,,Quaker Chemical Corporation,2003,656,69,564,14,9,78
81362,,Quaker Chemical Corporation,2004,1035,491,506,35,3,91
81362,,Quaker Chemical Corporation,2005,534,357,125,49,3,91
81362,,Quaker Chemical Corporation,2006,456,330,81,41,4,94
81362,,Quaker Chemical Corporation,2007,774,587,134,49,4,138
81362,,Quaker Chemical Corporation,2008,1075,738,107,226,4,213
81362,,Quaker Chemical Corporation,2009,1787,1496,229,53,9,182
81362,,Quaker Chemical Corporation,2010,2272,1786,302,144,40,243
81362,,Quaker Chemical Corporation,2011,2909,2537,289,37,46,192
81362,,Quaker Chemical Corporation,2012,2085,1721,230,100,34,214
81362,,Quaker Chemical Corporation,2013,3777,2923,546,205,103,346
81362,,Quaker Chemical Corporation,2014,3575,2945,296,266,68,326
81362,,Quaker Chemical Corporation,2015,7542,6609,628,250,55,301
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2003,288,2,219,61,6,55
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2004,590,201,303,85,1,82
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2005,355,210,74,71,0,61
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2006,263,130,64,66,3,77
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2007,481,301,88,81,11,102
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2008,468,297,123,43,5,137
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2009,809,559,113,114,23,143
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2010,965,684,120,144,17,134
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2011,1089,886,84,104,15,119
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2012,1435,996,147,231,61,200
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2013,1875,1406,254,163,52,203
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2014,1887,1320,403,119,45,231
82020,USLIMEMINERALS,"United States Lime & Minerals, Inc.",2015,2327,1784,296,204,43,198
82166,RAVENIND,,2003,515,270,201,44,0,59
82166,RAVENIND,,2004,1124,634,295,195,0,96
82166,RAVENIND,,2005,646,389,134,123,0,74
82166,RAVENIND,,2006,526,298,82,137,9,69
82166,RAVENIND,,2007,758,512,87,156,3,109
82166,RAVENIND,,2008,1364,992,183,188,1,148
82166,RAVENIND,,2009,2785,2253,242,276,14,127
82166,RAVENIND,,2010,2723,2438,117,159,9,136
82166,RAVENIND,,2011,2515,2241,119,101,54,110
82166,RAVENIND,,2012,2242,1908,131,129,74,168
82166,RAVENIND,,2013,1844,1419,181,176,68,158
82166,RAVENIND,,2014,3191,2647,253,231,60,198
82166,RAVENIND,,2015,4435,3474,468,376,117,222
82811,REGALBELOIT,Regal Rexnord Corporation,2003,847,514,274,34,25,78
82811,REGALBELOIT,Regal Rexnord Corporation,2004,2236,1622,413,150,51,154
82811,REGALBELOIT,Regal Rexnord Corporation,2005,1957,1497,220,222,18,160
82811,REGALBELOIT,Regal Rexnord Corporation,2006,1328,966,185,116,61,166
82811,REGALBELOIT,Regal Rexnord Corporation,2007,1982,1505,298,160,19,186
82811,REGALBELOIT,Regal Rexnord Corporation,2008,2191,1704,325,131,31,188
82811,REGALBELOIT,Regal Rexnord Corporation,2009,3543,2915,363,251,14,229
82811,REGALBELOIT,Regal Rexnord Corporation,2010,4934,4013,283,587,51,284
82811,REGALBELOIT,Regal Rexnord Corporation,2011,6272,4743,286,1155,88,250
82811,REGALBELOIT,Regal Rexnord Corporation,2012,3797,3235,175,348,39,286
82811,REGALBELOIT,Regal Rexnord Corporation,2013,4855,4052,334,371,98,373
82811,REGALBELOIT,Regal Rexnord Corporation,2014,8061,7211,459,281,110,381
82811,REGALBELOIT,Regal Rexnord Corporation,2015,7168,6249,534,279,106,345
84748,ROGERS,Rogers Corporation,2003,782,0,628,147,7,135
84748,ROGERS,Rogers Corporation,2004,1947,0,1641,304,2,206
84748,ROGERS,Rogers Corporation,2005,1753,0,1560,192,1,162
84748,ROGERS,Rogers Corporation,2006,881,285,484,112,0,166
84748,ROGERS,Rogers Corporation,2007,2019,825,909,271,14,292
84748,ROGERS,Rogers Corporation,2008,2182,1257,634,269,22,277
84748,ROGERS,Rogers Corporation,2009,3311,2326,723,187,75,252
84748,ROGERS,Rogers Corporation,2010,3077,2377,495,174,31,248
84748,ROGERS,Rogers Corporation,2011,4120,3291,494,286,49,310
84748,ROGERS,Rogers Corporation,2012,3691,2861,306,470,54,352
84748,ROGERS,Rogers Corporation,2013,4401,3203,563,582,53,422
84748,ROGERS,Rogers Corporation,2014,5898,4340,547,912,99,509
84748,ROGERS,Rogers Corporation,2015,6466,5038,726,579,123,454
85149,,,2003,297,172,124,1,0,62
85149,,,2004,736,547,150,36,3,92
85149,,,2005,427,244,83,94,6,75
85149,,,2006,306,126,46,134,0,56
85149,,,2007,193,96,49,47,1,62
85149,,,2008,162,84,71,6,1,70
85149,,,2009,282,200,71,10,1,81
85149,,,2010,119,60,57,0,2,49
85149,,,2011,96,46,50,0,0,49
85149,,,2012,81,37,44,0,0,50
85149,,,2013,162,63,97,2,0,68
85149,,,2014,137,53,81,2,1,59
85149,,,2015,108,39,66,3,0,56
86144,SAFEWAY,,2003,8495,3642,4487,272,94,266
86144,SAFEWAY,,2004,15257,10592,3475,938,252,433
86144,SAFEWAY,,2005,5686,4468,948,233,37,323
86144,SAFEWAY,,2006,3280,2472,598,177,33,320
86144,SAFEWAY,,2007,6183,4506,1111,511,55,513
86144,SAFEWAY,,2008,7978,6110,1152,641,75,480
86144,SAFEWAY,,2009,14299,11096,988,2006,209,493
86144,SAFEWAY,,2010,19461,14151,1009,3997,304,517
86144,SAFEWAY,,2011,20493,16254,912,2991,336,517
86144,SAFEWAY,,2012,22063,18721,1065,1741,536,580
86144,SAFEWAY,,2013,32673,27026,1921,2881,845,812
86144,SAFEWAY,,2014,46316,40829,2820,1840,827,890
86144,SAFEWAY,,2015,25450,22268,2181,505,496,584
87347,,Schlumberger Limited,2003,2992,1982,868,96,46,125
87347,,Schlumberger Limited,2004,3849,2728,819,273,29,205
87347,,Schlumberger Limited,2005,1887,1332,376,169,10,202
87347,,Schlumberger Limited,2006,1513,1173,218,118,4,200
87347,,Schlumberger Limited,2007,3439,2604,424,399,12,281
87347,,Schlumberger Limited,2008,4769,3641,697,397,34,319
87347,,Schlumberger Limited,2009,6191,5015,593,517,66,317
87347,,Schlumberger Limited,2010,13577,11020,603,1817,137,439
87347,,Schlumberger Limited,2011,13986,11003,516,2229,238,500
87347,,Schlumberger Limited,2012,11470,9602,522,1201,145,485
87347,,Schlumberger Limited,2013,16297,13843,979,1170,305,606
87347,,Schlumberger Limited,2014,24689,20157,1875,2344,313,696
87347,,Schlumberger Limited,2015,30503,24904,2889,2281,429,680
88121,SEABOARD,Seaboard Corporation,2003,1023,16,994,10,3,73
88121,SEABOARD,Seaboard Corporation,2004,1663,14,1588,50,11,85
88121,SEABOARD,Seaboard Corporation,2005,1079,11,1003,53,12,80
88121,SEABOARD,Seaboard Corporation,2006,964,3,927,32,2,90
88121,SEABOARD,Seaboard Corporation,2007,1427,1,1315,68,43,86
88121,SEABOARD,Seaboard Corporation,2008,1617,0,1545,56,16,102
88121,SEABOARD,Seaboard Corporation,2009,2497,1,2460,31,5,118
88121,SEABOARD,Seaboard Corporation,2010,2787,1,2644,134,8,131
88121,SEABOARD,Seaboard Corporation,2011,3183,294,2783,63,43,153
88121,SEABOARD,Seaboard Corporation,2012,4099,2275,1587,160,77,152
88121,SEABOARD,Seaboard Corporation,2013,4161,2521,1363,191,86,154
88121,SEABOARD,Seaboard Corporation,2014,5369,3432,1760,94,83,185
88121,SEABOARD,Seaboard Corporation,2015,6402,3883,2189,183,147,242
88205,SPX,"SPX Technologies, Inc.",2003,3295,1938,1333,8,16,199
88205,SPX,"SPX Technologies, Inc.",2004,5926,3797,1823,261,45,288
88205,SPX,"SPX Technologies, Inc.",2005,3788,2241,1399,139,9,289
88205,SPX,"SPX Technologies, Inc.",2006,1772,1252,359,145,16,277
88205,SPX,"SPX Technologies, Inc.",2007,2890,2199,451,200,40,343
88205,SPX,"SPX Technologies, Inc.",2008,3179,2413,432,270,64,339
88205,SPX,"SPX Technologies, Inc.",2009,5474,3930,860,657,27,365
88205,SPX,"SPX Technologies, Inc.",2010,6397,4634,472,1212,79,396
88205,SPX,"SPX Technologies, Inc.",2011,7752,6168,456,1067,61,372
88205,SPX,"SPX Technologies, Inc.",2012,8485,7143,615,579,148,440
88205,SPX,"SPX Technologies, Inc.",2013,10722,8976,964,646,136,559
88205,SPX,"SPX Technologies, Inc.",2014,12857,8417,3375,898,167,1218
88205,SPX,"SPX Technologies, Inc.",2015,14671,11953,1742,717,259,717
88948,SENECAFOODS,Seneca Foods Corporation,2003,1040,7,1012,21,0,73
88948,SENECAFOODS,Seneca Foods Corporation,2004,1490,3,1440,47,0,111
88948,SENECAFOODS,Seneca Foods Corporation,2005,725,5,694,26,0,90
88948,SENECAFOODS,Seneca Foods Corporation,2006,1130,558,510,62,0,92
88948,SENECAFOODS,Seneca Foods Corporation,2007,1829,1233,520,66,10,116
88948,SENECAFOODS,Seneca Foods Corporation,2008,1687,1181,396,91,19,120
88948,SENECAFOODS,Seneca Foods Corporation,2009,3383,2531,686,145,21,195
88948,SENECAFOODS,Seneca Foods Corporation,2010,3644,2979,411,195,59,187
88948,SENECAFOODS,Seneca Foods Corporation,2011,4465,3723,541,128,73,197
88948,SENECAFOODS,Seneca Foods Corporation,2012,3109,2609,251,151,98,189
88948,SENECAFOODS,Seneca Foods Corporation,2013,3366,2571,350,356,89,253
88948,SENECAFOODS,Seneca Foods Corporation,2014,3727,2978,456,184,109,235
88948,SENECAFOODS,Seneca Foods Corporation,2015,4830,4064,459,152,155,246
89439,MUELLERIND,"Mueller Industries, Inc.",2003,755,33,716,6,0,75
89439,MUELLERIND,"Mueller Industries, Inc.",2004,1786,167,1478,130,11,135
89439,MUELLERIND,"Mueller Industries, Inc.",2005,738,83,606,44,5,93
89439,MUELLERIND,"Mueller Industries, Inc.",2006,738,51,549,131,7,140
89439,MUELLERIND,"Mueller Industries, Inc.",2007,1105,96,899,82,28,137
89439,MUELLERIND,"Mueller Industries, Inc.",2008,1197,262,828,94,13,151
89439,MUELLERIND,"Mueller Industries, Inc.",2009,1909,1322,529,48,10,160
89439,MUELLERIND,"Mueller Industries, Inc.",2010,2234,1576,448,174,36,186
89439,MUELLERIND,"Mueller Industries, Inc.",2011,5453,3961,519,941,32,255
89439,MUELLERIND,"Mueller Industries, Inc.",2012,3783,2628,443,657,55,328
89439,MUELLERIND,"Mueller Industries, Inc.",2013,3260,2274,556,346,84,293
89439,MUELLERIND,"Mueller Industries, Inc.",2014,3646,2540,708,311,87,395
89439,MUELLERIND,"Mueller Industries, Inc.",2015,3515,2328,926,184,77,305
89800,,The Sherwin-Williams Company,2003,3138,265,2563,213,97,278
89800,,The Sherwin-Williams Company,2004,5724,1236,3562,542,384,324
89800,,The Sherwin-Williams Company,2005,3136,1415,1432,234,55,230
89800,,The Sherwin-Williams Company,2006,2760,1681,757,303,19,256
89800,,The Sherwin-Williams Company,2007,5690,3931,1169,501,89,301
89800,,The Sherwin-Williams Company,2008,7541,5468,1348,648,77,282
89800,,The Sherwin-Williams Company,2009,11735,8739,1681,1131,184,321
89800,,The Sherwin-Williams Company,2010,15269,9520,1136,4315,298,381
89800,,The Sherwin-Williams Company,2011,14592,10367,788,3097,340,349
89800,,The Sherwin-Williams Company,2012,15771,12687,1051,1687,346,580
89800,,The Sherwin-Williams Company,2013,16270,13545,1014,1413,298,510
89800,,The Sherwin-Williams Company,2014,19009,16177,962,1506,364,503
89800,,The Sherwin-Williams Company,2015,22866,19538,1169,1620,539,565
90168,SIFCOIND,,2003,405,9,385,8,3,50
90168,SIFCOIND,,2004,734,49,660,25,0,63
90168,SIFCOIND,,2005,361,135,207,19,0,44
90168,SIFCOIND,,2006,820,513,225,66,16,82
90168,SIFCOIND,,2007,1419,1030,334,53,2,91
90168,SIFCOIND,,2008,1125,802,269,52,2,83
90168,SIFCOIND,,2009,2337,1607,386,340,4,125
90168,SIFCOIND,,2010,2260,1782,225,229,24,144
90168,SIFCOIND,,2011,2465,2065,159,203,38,118
90168,SIFCOIND,,2012,3083,2513,216,245,109,152
90168,SIFCOIND,,2013,3759,2924,329,450,56,184
90168,SIFCOIND,,2014,3662,2852,355,348,107,237
90168,SIFCOIND,,2015,5309,4344,402,460,103,238
91142,,A. O. Smith Corporation,2003,474,5,461,8,0,57
91142,,A. O. Smith Corporation,2004,865,479,307,71,8,105
91142,,A. O. Smith Corporation,2005,581,427,128,21,5,88
91142,,A. O. Smith Corporation,2006,673,538,97,30,8,75
91142,,A. O. Smith Corporation,2007,1229,912,252,59,6,141
91142,,A. O. Smith Corporation,2008,1427,1145,186,86,10,148
91142,,A. O. Smith Corporation,2009,2841,2379,246,209,7,203
91142,,A. O. Smith Corporation,2010,2968,2646,149,150,23,188
91142,,A. O. Smith Corporation,2011,3863,3255,167,399,42,232
91142,,A. O. Smith Corporation,2012,2784,2381,192,171,40,215
91142,,A. O. Smith Corporation,2013,4183,3350,505,277,51,318
91142,,A. O. Smith Corporation,2014,4383,3456,484,387,56,363
91142,,A. O. Smith Corporation,2015,4365,3535,393,374,63,369
91440,SNAPON,Snap-on Incorporated,2003,1330,121,1171,23,15,146
91440,SNAPON,Snap-on Incorporated,2004,1913,832,931,150,0,213
91440,SNAPON,Snap-on Incorporated,2005,1153,690,345,109,9,165
91440,SNAPON,Snap-on Incorporated,2006,1030,603,290,130,7,152
91440,SNAPON,Snap-on Incorporated,2007,2850,1799,487,561,3,345
91440,SNAPON,Snap-on Incorporated,2008,2788,1887,371,509,21,328
91440,SNAPON,Snap-on Incorporated,2009,4248,3658,420,147,23,261
91440,SNAPON,Snap-on Incorporated,2010,4543,3641,456,405,41,329
91440,SNAPON,Snap-on Incorporated,2011,5706,4249,472,895,90,369
91440,SNAPON,Snap-on Incorporated,2012,4684,3885,335,351,113,308
91440,SNAPON,Snap-on Incorporated,2013,5094,4054,354,550,136,328
91440,SNAPON,Snap-on Incorporated,2014,7788,6370,614,674,130,504
91440,SNAPON,Snap-on Incorporated,2015,7595,6494,428,470,203,404
91767,SONOCOPROD,Sonoco Products Company,2003,1789,837,833,91,28,126
91767,SONOCOPROD,Sonoco Products Company,2004,4033,2661,1152,205,15,246
91767,SONOCOPROD,Sonoco Products Company,2005,2151,1504,496,136,15,195
91767,SONOCOPROD,Sonoco Products Company,2006,1474,1114,303,48,9,137
91767,SONOCOPROD,Sonoco Products Company,2007,5104,4358,539,202,5,297
91767,SONOCOPROD,Sonoco Products Company,2008,3793,3053,547,147,46,252
91767,SONOCOPROD,Sonoco Products Company,2009,5062,4199,584,265,14,311
91767,SONOCOPROD,Sonoco Products Company,2010,6381,5260,469,594,58,433
91767,SONOCOPROD,Sonoco Products Company,2011,4369,3375,305,647,42,323
91767,SONOCOPROD,Sonoco Products Company,2012,3399,2725,428,185,61,316
91767,SONOCOPROD,Sonoco Products Company,2013,4552,3429,444,604,75,565
91767,SONOCOPROD,Sonoco Products Company,2014,5256,4187,516,462,91,562
91767,SONOCOPROD,Sonoco Products Company,2015,6466,5244,720,341,161,487
92122,SOUTHERN,The Southern Company,2003,3130,0,2804,297,29,375
92122,SOUTHERN,The Southern Company,2004,4062,257,3142,655,8,493
92122,SOUTHERN,The Southern Company,2005,2115,357,1327,424,7,441
92122,SOUTHERN,The Southern Company,2006,1153,430,411,304,8,275
92122,SOUTHERN,The Southern Company,2007,1615,629,482,476,28,397
92122,SOUTHERN,The Southern Company,2008,1854,984,483,354,33,357
92122,SOUTHERN,The Southern Company,2009,4234,2250,496,1404,84,450
92122,SOUTHERN,The Southern Company,2010,3589,2008,358,1123,100,403
92122,SOUTHERN,The Southern Company,2011,4671,2765,365,1454,87,472
92122,SOUTHERN,The Southern Company,2012,4244,2336,496,1380,32,531
92122,SOUTHERN,The Southern Company,2013,5129,3018,645,1393,73,699
92122,SOUTHERN,The Southern Company,2014,6442,3839,1037,1472,94,760
92122,SOUTHERN,The Southern Company,2015,19659,11031,1033,7480,115,609
93102,,,2003,516,0,473,0,43,48
93102,,,2004,524,0,509,0,15,53
93102,,,2005,204,0,198,0,6,41
93102,,,2006,88,0,88,0,0,32
93102,,,2007,244,0,242,0,2,56
93102,,,2008,137,0,125,0,12,40
93102,,,2009,102,0,102,0,0,31
93102,,,2010,154,0,154,0,0,44
93102,,,2011,139,0,138,0,1,34
93102,,,2012,169,0,162,0,7,68
93102,,,2013,190,0,184,0,6,48
93102,,,2014,292,0,287,0,5,65
93102,,,2015,194,0,180,0,14,67
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2003,1224,11,1179,28,6,88
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2004,1814,5,1660,121,28,161
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2005,1241,13,1110,106,12,166
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2006,915,5,842,63,5,105
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2007,1577,34,1356,184,3,173
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2008,1691,124,1306,239,22,200
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2009,3463,963,2241,242,17,259
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2010,3265,1919,893,418,35,243
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2011,3584,2483,686,370,45,313
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2012,2890,1997,444,410,39,326
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2013,3018,1927,616,421,54,326
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2014,3213,2050,594,531,38,377
93389,STANDARDMOTORPROD,"Standard Motor Products, Inc.",2015,3864,2826,618,376,44,301
93410,CHEVRON,Chevron Corporation,2003,7056,3204,3658,76,118,202
93410,CHEVRON,Chevron Corporation,2004,10486,7192,2688,479,127,278
93410,CHEVRON,Chevron Corporation,2005,8402,6506,1536,284,76,336
93410,CHEVRON,Chevron Corporation,2006,5366,4080,1063,182,41,316
93410,CHEVRON,Chevron Corporation,2007,8515,6389,1515,546,65,452
93410,CHEVRON,Chevron Corporation,2008,12889,9827,1780,1098,184,464
93410,CHEVRON,Chevron Corporation,2009,23532,17333,2219,3780,200,545
93410,CHEVRON,Chevron Corporation,2010,28852,20726,1803,5968,355,545
93410,CHEVRON,Chevron Corporation,2011,33809,25073,1919,6400,417,609
93410,CHEVRON,Chevron Corporation,2012,31577,27039,1976,1983,579,619
93410,CHEVRON,Chevron Corporation,2013,43361,35990,2714,3504,1153,686
93410,CHEVRON,Chevron Corporation,2014,51677,44630,3325,2827,895,847
93410,CHEVRON,Chevron Corporation,2015,52175,43535,3459,4249,932,751
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2003,2236,344,1817,58,17,188
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2004,3651,1864,1637,129,21,245
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2005,1650,1084,483,75,8,197
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2006,1249,911,270,61,7,195
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2007,2886,2127,562,168,29,327
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2008,3967,3032,590,330,15,391
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2009,9279,8141,762,308,68,427
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2010,13658,11837,894,776,151,519
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2011,14345,11682,625,1871,167,643
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2012,11187,9713,627,702,145,583
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2013,15671,13247,1064,1111,249,800
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2014,15275,12713,1214,1109,239,812
93556,STANLEYBLACKDECKER,"Stanley Black & Decker, Inc.",2015,14519,11620,1488,1119,292,713
94049,STEPAN,Stepan Company,2003,357,165,180,7,5,54
94049,STEPAN,Stepan Company,2004,573,366,111,87,9,98
94049,STEPAN,Stepan Company,2005,379,267,85,26,1,88
94049,STEPAN,Stepan Company,2006,339,241,39,59,0,86
94049,STEPAN,Stepan Company,2007,588,446,76,65,1,141
94049,STEPAN,Stepan Company,2008,638,481,80,71,6,112
94049,STEPAN,Stepan Company,2009,1147,992,83,62,10,156
94049,STEPAN,Stepan Company,2010,1784,1556,89,127,12,167
94049,STEPAN,Stepan Company,2011,1939,1601,119,196,23,215
94049,STEPAN,Stepan Company,2012,1658,1388,101,148,21,198
94049,STEPAN,Stepan Company,2013,2645,2121,175,314,35,324
94049,STEPAN,Stepan Company,2014,2979,2361,177,385,56,327
94049,STEPAN,Stepan Company,2015,3477,2958,172,298,49,308
