cik,cmpy,CompanyName,year,total_downloads,htm_downloads,txt_downloads,xbrl_downloads,other_downloads,unique_filings_accessed
10795,BECTONDICKINSON,"Becton, Dickinson and Company",2015,16551,14377,1264,646,264,560
11199,BEMIS,,2003,1637,1380,200,20,37,68
11199,BEMIS,,2004,2263,1837,256,129,41,119
11199,BEMIS,,2005,1417,1029,151,218,19,141
11199,BEMIS,,2006,1105,919,117,59,10,124
11199,BEMIS,,2007,1907,1531,237,102,37,153
11199,BEMIS,,2008,2512,2159,206,67,80,135
11199,BEMIS,,2009,6223,5387,419,341,76,262
11199,BEMIS,,2010,6213,5451,270,381,111,218
11199,BEMIS,,2011,6653,5308,296,953,96,264
11199,BEMIS,,2012,5353,4671,257,338,87,266
11199,BEMIS,,2013,6610,5501,294,685,130,298
11199,BEMIS,,2014,7530,6053,672,556,249,374
11199,BEMIS,,2015,6446,5438,448,391,169,332
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2003,1436,121,1277,37,1,51
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2004,2386,231,1918,237,0,128
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2005,1318,744,491,83,0,121
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2006,722,544,165,13,0,90
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2007,1266,993,225,47,1,123
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2008,1515,1231,217,64,3,133
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2009,3786,3288,374,95,29,177
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2010,3639,2773,376,460,30,213
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2011,4176,3040,282,807,47,200
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2012,3694,2859,247,521,67,268
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2013,4599,3688,563,289,59,296
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2014,7157,5693,818,519,127,413
12208,BIORADLAB,"Bio-Rad Laboratories, Inc.",2015,6053,5072,437,453,91,331
12927,,The Boeing Company,2003,17292,12610,3970,378,334,359
12927,,The Boeing Company,2004,31475,26553,3976,763,183,454
12927,,The Boeing Company,2005,17320,14739,1913,583,85,419
12927,,The Boeing Company,2006,13662,10491,1599,1525,47,394
12927,,The Boeing Company,2007,23347,18467,2427,2383,70,469
12927,,The Boeing Company,2008,31762,25697,3012,2874,179,621
12927,,The Boeing Company,2009,35423,29454,2750,2905,314,581
12927,,The Boeing Company,2010,43439,32153,2142,8682,462,638
12927,,The Boeing Company,2011,48485,36564,1983,9107,831,569
12927,,The Boeing Company,2012,45675,40282,2002,2352,1039,665
12927,,The Boeing Company,2013,66020,58653,2476,3760,1131,743
12927,,The Boeing Company,2014,74237,67102,2907,2819,1409,832
12927,,The Boeing Company,2015,84546,77507,3247,2132,1660,828
13239,,,2003,975,44,930,0,1,92
13239,,,2004,2733,1881,852,0,0,102
13239,,,2005,2295,1931,364,0,0,102
13239,,,2006,2287,2025,243,0,19,102
13239,,,2007,2560,2256,287,14,3,142
13239,,,2008,8952,8400,536,14,2,204
13239,,,2009,6663,6265,354,12,32,219
13239,,,2010,6079,5766,252,21,40,246
13239,,,2011,6483,6138,241,81,23,232
13239,,,2012,5645,5244,270,59,72,273
13239,,,2013,8140,7396,482,89,173,340
13239,,,2014,7297,6817,330,59,91,309
13239,,,2015,11009,9238,1558,54,159,356
14195,BRIGGSSTRATTON,,2003,1239,316,880,32,11,109
14195,BRIGGSSTRATTON,,2004,2228,1429,657,111,31,188
14195,BRIGGSSTRATTON,,2005,1348,1016,259,68,5,125
14195,BRIGGSSTRATTON,,2006,1578,1179,342,54,3,130
14195,BRIGGSSTRATTON,,2007,2340,1751,473,107,9,201
14195,BRIGGSSTRATTON,,2008,2851,2286,446,87,32,211
14195,BRIGGSSTRATTON,,2009,3679,3150,418,95,16,233
14195,BRIGGSSTRATTON,,2010,5054,4402,461,165,26,272
14195,BRIGGSSTRATTON,,2011,6076,5084,455,457,80,245
14195,BRIGGSSTRATTON,,2012,4465,3871,333,180,81,271
14195,BRIGGSSTRATTON,,2013,6136,5051,610,389,86,351
14195,BRIGGSSTRATTON,,2014,8055,5348,1917,662,128,927
14195,BRIGGSSTRATTON,,2015,6171,5028,566,435,142,445
14272,,Bristol-Myers Squibb Company,2003,7949,5049,2544,231,125,180
14272,,Bristol-Myers Squibb Company,2004,13785,9786,3027,810,162,334
14272,,Bristol-Myers Squibb Company,2005,6597,4982,1230,326,59,344
14272,,Bristol-Myers Squibb Company,2006,6414,4464,1217,692,41,368
14272,,Bristol-Myers Squibb Company,2007,7946,5831,1366,712,37,446
14272,,Bristol-Myers Squibb Company,2008,12907,9807,1891,757,452,463
14272,,Bristol-Myers Squibb Company,2009,20545,17164,1745,1494,142,616
14272,,Bristol-Myers Squibb Company,2010,20345,15560,1249,3323,213,659
14272,,Bristol-Myers Squibb Company,2011,23839,18456,1147,3888,348,721
14272,,Bristol-Myers Squibb Company,2012,25887,22709,1238,1430,510,781
14272,,Bristol-Myers Squibb Company,2013,30239,26359,1445,1862,573,853
14272,,Bristol-Myers Squibb Company,2014,35621,27413,4942,2398,868,1797
14272,,Bristol-Myers Squibb Company,2015,32774,27769,1693,2519,793,1093
14693,BROWNFORMAN,Brown-Forman Corporation,2003,1681,431,1167,83,0,196
14693,BROWNFORMAN,Brown-Forman Corporation,2004,2413,419,1759,235,0,230
14693,BROWNFORMAN,Brown-Forman Corporation,2005,1552,285,1086,181,0,231
14693,BROWNFORMAN,Brown-Forman Corporation,2006,1457,288,980,189,0,246
14693,BROWNFORMAN,Brown-Forman Corporation,2007,2990,957,1649,382,2,387
14693,BROWNFORMAN,Brown-Forman Corporation,2008,3090,531,2083,460,16,364
14693,BROWNFORMAN,Brown-Forman Corporation,2009,4275,1020,2747,508,0,396
14693,BROWNFORMAN,Brown-Forman Corporation,2010,7494,3293,3459,708,34,529
14693,BROWNFORMAN,Brown-Forman Corporation,2011,7661,5158,1051,1260,192,538
14693,BROWNFORMAN,Brown-Forman Corporation,2012,9311,5434,949,2768,160,842
14693,BROWNFORMAN,Brown-Forman Corporation,2013,10949,6574,1047,3120,208,891
14693,BROWNFORMAN,Brown-Forman Corporation,2014,12827,7842,3132,1578,275,1506
14693,BROWNFORMAN,Brown-Forman Corporation,2015,12519,8908,1448,1918,245,912
14930,BRUNSWICK,Brunswick Corporation,2003,1672,133,1386,99,54,117
14930,BRUNSWICK,Brunswick Corporation,2004,3374,1777,1195,274,128,244
14930,BRUNSWICK,Brunswick Corporation,2005,2064,1283,478,118,185,186
14930,BRUNSWICK,Brunswick Corporation,2006,2312,1445,434,196,237,194
14930,BRUNSWICK,Brunswick Corporation,2007,3094,2193,628,184,89,244
14930,BRUNSWICK,Brunswick Corporation,2008,4956,3954,645,297,60,298
14930,BRUNSWICK,Brunswick Corporation,2009,6768,5687,715,306,60,341
14930,BRUNSWICK,Brunswick Corporation,2010,5438,4818,457,146,17,281
14930,BRUNSWICK,Brunswick Corporation,2011,7827,6778,579,269,201,292
14930,BRUNSWICK,Brunswick Corporation,2012,4610,3913,412,224,61,367
14930,BRUNSWICK,Brunswick Corporation,2013,6697,5661,446,444,146,391
14930,BRUNSWICK,Brunswick Corporation,2014,9349,7786,761,624,178,469
14930,BRUNSWICK,Brunswick Corporation,2015,9579,7398,1680,364,137,425
16040,CABOT,Cabot Corporation,2003,1231,456,549,20,206,101
16040,CABOT,Cabot Corporation,2004,1567,921,564,70,12,134
16040,CABOT,Cabot Corporation,2005,847,539,229,64,15,124
16040,CABOT,Cabot Corporation,2006,932,581,223,124,4,144
16040,CABOT,Cabot Corporation,2007,1662,1196,365,98,3,217
16040,CABOT,Cabot Corporation,2008,2541,1815,441,275,10,237
16040,CABOT,Cabot Corporation,2009,4769,3909,618,212,30,258
16040,CABOT,Cabot Corporation,2010,4932,4159,428,288,57,230
16040,CABOT,Cabot Corporation,2011,5519,4662,372,406,79,232
16040,CABOT,Cabot Corporation,2012,5191,4530,382,186,93,277
16040,CABOT,Cabot Corporation,2013,7691,6684,436,421,150,373
16040,CABOT,Cabot Corporation,2014,8613,7438,622,390,163,408
16040,CABOT,Cabot Corporation,2015,8993,7539,782,539,133,407
16732,CAMPBELLSOUP,Campbell Soup Company,2003,3494,1630,1643,179,42,179
16732,CAMPBELLSOUP,Campbell Soup Company,2004,5453,3253,1625,546,29,267
16732,CAMPBELLSOUP,Campbell Soup Company,2005,2250,1422,561,261,6,252
16732,CAMPBELLSOUP,Campbell Soup Company,2006,2405,1664,436,295,10,223
16732,CAMPBELLSOUP,Campbell Soup Company,2007,3756,2741,769,220,26,291
16732,CAMPBELLSOUP,Campbell Soup Company,2008,6850,4907,1187,680,76,394
16732,CAMPBELLSOUP,Campbell Soup Company,2009,11131,9264,1030,789,48,327
16732,CAMPBELLSOUP,Campbell Soup Company,2010,12490,9214,770,2265,241,410
16732,CAMPBELLSOUP,Campbell Soup Company,2011,17381,12828,796,3293,464,366
16732,CAMPBELLSOUP,Campbell Soup Company,2012,15452,12987,721,1358,386,492
16732,CAMPBELLSOUP,Campbell Soup Company,2013,18761,15251,1179,1823,508,537
16732,CAMPBELLSOUP,Campbell Soup Company,2014,19854,14282,2679,2221,672,1055
16732,CAMPBELLSOUP,Campbell Soup Company,2015,20583,16959,2093,1084,447,588
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2003,2690,495,2136,29,30,157
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2004,4287,686,3404,186,11,245
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2005,3242,1415,1149,678,0,222
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2006,3654,2392,722,537,3,289
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2007,6317,4389,1158,749,21,423
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2008,5955,4593,865,439,58,390
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2009,8497,7215,956,282,44,379
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2010,8815,7350,995,403,67,406
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2011,10928,8050,631,2026,221,408
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2012,12007,9925,744,1106,232,496
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2013,17101,14402,1216,978,505,598
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2014,15992,13742,1292,617,341,613
16918,CONSTELLATIONBRANDS,"Constellation Brands, Inc.",2015,16526,13720,1360,1051,395,644
17313,,,2003,305,0,281,21,3,61
17313,,,2004,512,0,473,34,5,61
17313,,,2005,333,5,310,16,2,53
17313,,,2006,439,2,366,67,4,67
17313,,,2007,1021,73,839,95,14,114
17313,,,2008,1398,151,1097,147,3,128
17313,,,2009,1841,1092,589,155,5,137
17313,,,2010,2498,2019,416,62,1,143
17313,,,2011,2397,1888,450,51,8,150
17313,,,2012,3199,2644,255,245,55,184
17313,,,2013,3564,2738,597,148,81,243
17313,,,2014,4934,3795,670,440,29,287
17313,,,2015,8184,6897,706,553,28,322
17843,CARPENTERTECH,Carpenter Technology Corporation,2003,1579,775,694,83,27,153
17843,CARPENTERTECH,Carpenter Technology Corporation,2004,2133,1433,469,207,24,193
17843,CARPENTERTECH,Carpenter Technology Corporation,2005,817,496,205,115,1,166
17843,CARPENTERTECH,Carpenter Technology Corporation,2006,1007,620,230,147,10,184
17843,CARPENTERTECH,Carpenter Technology Corporation,2007,1531,1050,299,168,14,227
17843,CARPENTERTECH,Carpenter Technology Corporation,2008,1776,1350,244,154,28,226
17843,CARPENTERTECH,Carpenter Technology Corporation,2009,2964,2510,293,152,9,262
17843,CARPENTERTECH,Carpenter Technology Corporation,2010,2992,2638,226,104,24,222
17843,CARPENTERTECH,Carpenter Technology Corporation,2011,4263,3654,301,252,56,293
17843,CARPENTERTECH,Carpenter Technology Corporation,2012,4639,3422,807,321,89,376
17843,CARPENTERTECH,Carpenter Technology Corporation,2013,5341,4481,388,399,73,405
17843,CARPENTERTECH,Carpenter Technology Corporation,2014,5894,4693,572,510,119,453
17843,CARPENTERTECH,Carpenter Technology Corporation,2015,6752,5657,672,307,116,422
18230,CATERPILLAR,Caterpillar Inc.,2003,9119,5679,1429,160,1851,363
18230,CATERPILLAR,Caterpillar Inc.,2004,16136,8266,1590,512,5768,507
18230,CATERPILLAR,Caterpillar Inc.,2005,7837,4989,920,445,1483,455
18230,CATERPILLAR,Caterpillar Inc.,2006,9922,4418,1001,275,4228,397
18230,CATERPILLAR,Caterpillar Inc.,2007,16204,6637,1428,480,7659,559
18230,CATERPILLAR,Caterpillar Inc.,2008,22600,11338,1866,2835,6561,537
18230,CATERPILLAR,Caterpillar Inc.,2009,47851,21932,2268,3657,19994,719
18230,CATERPILLAR,Caterpillar Inc.,2010,49783,24951,1872,9950,13010,707
18230,CATERPILLAR,Caterpillar Inc.,2011,60757,35300,1564,11171,12722,775
18230,CATERPILLAR,Caterpillar Inc.,2012,51251,35398,1470,3586,10797,969
18230,CATERPILLAR,Caterpillar Inc.,2013,62216,43510,3319,3986,11401,1189
18230,CATERPILLAR,Caterpillar Inc.,2014,69629,49462,6454,2759,10954,2226
18230,CATERPILLAR,Caterpillar Inc.,2015,78474,60836,7030,2068,8540,1140
21076,,The Clorox Company,2003,4784,2631,833,134,1186,159
21076,,The Clorox Company,2004,7495,2983,877,245,3390,201
21076,,The Clorox Company,2005,3215,1650,376,94,1095,167
21076,,The Clorox Company,2006,3305,2654,415,116,120,246
21076,,The Clorox Company,2007,5735,4726,673,136,200,272
21076,,The Clorox Company,2008,6330,5270,772,155,133,292
21076,,The Clorox Company,2009,9247,7688,827,407,325,324
21076,,The Clorox Company,2010,14310,10522,767,2608,413,346
21076,,The Clorox Company,2011,30749,20147,6785,3153,664,468
21076,,The Clorox Company,2012,14896,12690,1169,661,376,442
21076,,The Clorox Company,2013,14693,10849,1482,1933,429,562
21076,,The Clorox Company,2014,18800,13470,2356,2437,537,708
21076,,The Clorox Company,2015,17494,14107,1670,1051,666,658
21344,,The Coca-Cola Company,2003,12828,975,11446,207,200,227
21344,,The Coca-Cola Company,2004,24755,11233,12034,1190,298,345
21344,,The Coca-Cola Company,2005,11484,6504,4051,814,115,340
21344,,The Coca-Cola Company,2006,8927,6054,2359,491,23,304
21344,,The Coca-Cola Company,2007,18594,14008,3596,878,112,377
21344,,The Coca-Cola Company,2008,25312,19476,4741,918,177,453
21344,,The Coca-Cola Company,2009,40969,32447,4318,3992,212,518
21344,,The Coca-Cola Company,2010,62718,41541,4555,16025,597,607
21344,,The Coca-Cola Company,2011,74049,51133,3808,17854,1254,668
21344,,The Coca-Cola Company,2012,73876,60918,4064,7021,1873,818
21344,,The Coca-Cola Company,2013,101240,85029,5653,8482,2076,858
21344,,The Coca-Cola Company,2014,135693,103998,11558,16245,3892,1840
21344,,The Coca-Cola Company,2015,127221,101169,5350,16689,4013,1225
21627,,,2003,159,0,159,0,0,41
21627,,,2004,284,0,284,0,0,45
21627,,,2005,149,0,149,0,0,42
21627,,,2006,75,0,75,0,0,32
21627,,,2007,271,197,74,0,0,29
21627,,,2008,163,114,49,0,0,22
21627,,,2009,168,121,47,0,0,22
21627,,,2010,111,61,50,0,0,26
21627,,,2011,117,57,60,0,0,20
21627,,,2012,92,48,44,0,0,23
21627,,,2013,80,21,59,0,0,24
21627,,,2014,63,32,31,0,0,21
21627,,,2015,73,39,34,0,0,20
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2003,3158,1658,1400,79,21,167
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2004,5127,3241,1436,411,39,299
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2005,2600,1734,715,139,12,233
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2006,2174,1526,522,115,11,216
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2007,4169,3154,673,326,16,269
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2008,5490,4271,793,316,110,336
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2009,8819,6951,911,889,68,399
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2010,16685,12161,1201,3184,139,457
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2011,19240,14029,891,4033,287,623
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2012,16718,13848,747,1704,419,574
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2013,28581,21087,1185,5832,477,857
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2014,24656,20345,1419,2479,413,932
21665,COLGATEPALMOLIVE,Colgate-Palmolive Company,2015,22133,18389,1578,1647,519,689
22444,COMMLMETALS,Commercial Metals Company,2003,1071,7,1025,39,0,137
22444,COMMLMETALS,Commercial Metals Company,2004,1774,586,1022,166,0,192
22444,COMMLMETALS,Commercial Metals Company,2005,1142,643,304,195,0,155
22444,COMMLMETALS,Commercial Metals Company,2006,926,652,183,91,0,130
22444,COMMLMETALS,Commercial Metals Company,2007,2086,1542,352,192,0,233
22444,COMMLMETALS,Commercial Metals Company,2008,2735,2171,299,255,10,205
22444,COMMLMETALS,Commercial Metals Company,2009,5490,4542,604,322,22,287
22444,COMMLMETALS,Commercial Metals Company,2010,6132,5126,726,220,60,256
22444,COMMLMETALS,Commercial Metals Company,2011,14066,10757,1872,1259,178,339
22444,COMMLMETALS,Commercial Metals Company,2012,8755,6871,1132,402,350,390
22444,COMMLMETALS,Commercial Metals Company,2013,8012,6375,820,647,170,479
22444,COMMLMETALS,Commercial Metals Company,2014,8881,6947,1092,612,230,526
22444,COMMLMETALS,Commercial Metals Company,2015,7517,5928,973,440,176,440
23217,,"Conagra Brands, Inc.",2003,7027,3049,3641,250,87,222
23217,,"Conagra Brands, Inc.",2004,10876,6799,3586,380,111,288
23217,,"Conagra Brands, Inc.",2005,5409,3426,1687,245,51,274
23217,,"Conagra Brands, Inc.",2006,4509,2945,1249,266,49,320
23217,,"Conagra Brands, Inc.",2007,5606,3908,1190,451,57,343
23217,,"Conagra Brands, Inc.",2008,7280,5494,1172,527,87,387
23217,,"Conagra Brands, Inc.",2009,11199,8996,1236,836,131,434
23217,,"Conagra Brands, Inc.",2010,12512,8858,1274,2233,147,420
23217,,"Conagra Brands, Inc.",2011,14769,11129,932,2300,408,452
23217,,"Conagra Brands, Inc.",2012,12663,10550,996,778,339,502
23217,,"Conagra Brands, Inc.",2013,20597,16189,1434,2471,503,588
23217,,"Conagra Brands, Inc.",2014,21056,16897,1664,2114,381,704
23217,,"Conagra Brands, Inc.",2015,25338,20472,2982,1440,444,669
24545,,Molson Coors Beverage Company,2003,4533,2669,1771,60,33,135
24545,,Molson Coors Beverage Company,2004,10626,7147,3142,297,40,203
24545,,Molson Coors Beverage Company,2005,11082,7040,3427,591,24,342
24545,,Molson Coors Beverage Company,2006,3089,2197,639,240,13,281
24545,,Molson Coors Beverage Company,2007,7244,4917,1272,1012,43,493
24545,,Molson Coors Beverage Company,2008,7808,5716,988,1097,7,585
24545,,Molson Coors Beverage Company,2009,10176,8079,961,1126,10,569
24545,,Molson Coors Beverage Company,2010,13233,9309,784,2957,183,575
24545,,Molson Coors Beverage Company,2011,13699,10822,578,2155,144,477
24545,,Molson Coors Beverage Company,2012,15752,14056,616,894,186,503
24545,,Molson Coors Beverage Company,2013,18198,15057,1013,1734,394,689
24545,,Molson Coors Beverage Company,2014,18574,15016,1378,1766,414,935
24545,,Molson Coors Beverage Company,2015,23610,19387,2393,1238,592,683
24741,CORNING,Corning Incorporated,2003,3781,714,2672,362,33,347
24741,CORNING,Corning Incorporated,2004,4309,694,2917,674,24,463
24741,CORNING,Corning Incorporated,2005,3008,693,1881,423,11,445
24741,CORNING,Corning Incorporated,2006,2261,365,1617,275,4,345
24741,CORNING,Corning Incorporated,2007,3461,1611,1343,500,7,443
24741,CORNING,Corning Incorporated,2008,5366,3106,1151,1067,42,454
24741,CORNING,Corning Incorporated,2009,6847,4760,1280,758,49,464
24741,CORNING,Corning Incorporated,2010,9824,6481,1108,2101,134,487
24741,CORNING,Corning Incorporated,2011,13890,10063,1356,2321,150,554
24741,CORNING,Corning Incorporated,2012,14128,11644,1152,1166,166,562
24741,CORNING,Corning Incorporated,2013,17452,13844,1516,1783,309,697
24741,CORNING,Corning Incorporated,2014,18737,15721,1800,931,285,784
24741,CORNING,Corning Incorporated,2015,20790,17574,1685,1115,416,708
26058,CTS,CTS Corporation,2003,1959,1280,666,13,0,94
26058,CTS,CTS Corporation,2004,3563,2480,923,139,21,192
26058,CTS,CTS Corporation,2005,2141,1450,614,62,15,168
26058,CTS,CTS Corporation,2006,1376,1012,282,51,31,123
26058,CTS,CTS Corporation,2007,2768,2054,511,135,68,216
26058,CTS,CTS Corporation,2008,3354,2274,459,357,264,256
26058,CTS,CTS Corporation,2009,5114,3327,601,464,722,306
26058,CTS,CTS Corporation,2010,6142,4094,419,516,1113,368
26058,CTS,CTS Corporation,2011,6252,4825,323,450,654,307
26058,CTS,CTS Corporation,2012,5446,4412,332,507,195,328
26058,CTS,CTS Corporation,2013,6091,4928,409,596,158,314
26058,CTS,CTS Corporation,2014,7037,5362,884,503,288,396
26058,CTS,CTS Corporation,2015,7868,5587,1276,687,318,361
26076,CUBIC,,2003,1169,855,237,77,0,72
26076,CUBIC,,2004,2667,2032,431,167,37,93
26076,CUBIC,,2005,1479,1148,226,81,24,76
26076,CUBIC,,2006,979,763,174,40,2,75
26076,CUBIC,,2007,1479,1103,271,86,19,95
26076,CUBIC,,2008,2402,1822,358,188,34,117
26076,CUBIC,,2009,2887,2332,349,179,27,129
26076,CUBIC,,2010,3941,3367,346,194,34,146
26076,CUBIC,,2011,5533,4942,240,285,66,140
26076,CUBIC,,2012,8588,7187,480,774,147,223
26076,CUBIC,,2013,10498,8114,1111,863,410,387
26076,CUBIC,,2014,9133,7136,1151,721,125,445
26076,CUBIC,,2015,10845,8752,1124,789,180,356
26172,CUMMINS,Cummins Inc.,2003,2845,1640,1161,33,11,139
26172,CUMMINS,Cummins Inc.,2004,3798,2630,977,191,0,220
26172,CUMMINS,Cummins Inc.,2005,2431,1712,480,202,37,232
26172,CUMMINS,Cummins Inc.,2006,1791,1364,347,80,0,161
26172,CUMMINS,Cummins Inc.,2007,2828,2141,535,151,1,219
26172,CUMMINS,Cummins Inc.,2008,4822,3748,640,428,6,239
26172,CUMMINS,Cummins Inc.,2009,6911,5456,653,755,47,307
26172,CUMMINS,Cummins Inc.,2010,8455,6256,539,1594,66,316
26172,CUMMINS,Cummins Inc.,2011,11428,8142,625,2509,152,322
26172,CUMMINS,Cummins Inc.,2012,11819,9897,549,1104,269,383
26172,CUMMINS,Cummins Inc.,2013,14384,12480,698,998,208,418
26172,CUMMINS,Cummins Inc.,2014,14573,12482,1018,803,270,557
26172,CUMMINS,Cummins Inc.,2015,16083,14061,1191,561,270,447
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2003,1107,38,1037,32,0,108
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2004,2031,360,1548,123,0,164
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2005,1079,557,406,114,2,159
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2006,756,481,199,75,1,118
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2007,1363,803,378,177,5,238
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2008,1575,1126,303,146,0,202
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2009,2279,1722,282,274,1,227
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2010,2857,2217,232,390,18,242
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2011,3931,2781,340,738,72,235
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2012,4420,3418,440,533,29,307
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2013,5960,3796,1024,1070,70,414
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2014,6646,3884,1826,840,96,972
26324,CURTISSWRIGHT,Curtiss-Wright Corporation,2015,5794,4167,1045,486,96,426
